piggy_pink,Pink,#fddde6,253,221,230
pine_green,Green,#01796f,1,121,111
pink,Pink,#ffc0cb,255,192,203
pink_lace,Pink,#ffddf4,255,221,244
pink_orange,Orange,#f96,255,153,102
pink_pearl,Pink,#e7accf,231,172,207
pink_sherbet,Pink,#f78fa7,247,143,167
pistachio,Green,#93c572,147,197,114
platinum,Gray,#e5e4e2,229,228,226
plum_traditional,Violet,#8e4585,142,69,133
plum_web,Violet,#dda0dd,221,160,221
portland_orange,Orange,#ff5a36,255,90,54
powder_blue_web,Blue,#b0e0e6,176,224,230
princeton_orange,Orange,#ff8f00,255,143,0
prune,Violet,#701c1c,112,28,28
prussian_blue,Blue,#003153,0,49,83
psychedelic_purple,Violet,#df00ff,223,0,255
puce,Violet,#c89,204,136,153
pumpkin,Orange,#ff7518,255,117,24
purple_heart,Violet,#69359c,105,53,156
purple_html_css,Violet,#800080,128,0,128
purple_mountain_majesty,Violet,#9678b6,150,120,182
purple_munsell,Violet,#9f00c5,159,0,197
purple_pizzazz,Violet,#fe4eda,254,78,218
purple_taupe,Violet,#50404d,80,64,77
purple_x11,Violet,#a020f0,160,32,240
quartz,Gray,#51484f,81,72,79
rackley,Blue,#5d8aa8,93,138,168
radical_red,Red,#ff355e,255,53,94
rajah,Orange,#fbab60,251,171,96
raspberry,Red,#e30b5d,227,11,93
raspberry_glace,Red,#915f6d,145,95,109
raspberry_pink,Pink,#e25098,226,80,152
raspberry_rose,Pink,#b3446c,179,68,108
raw_umber,Dark Brown,#826644,130,102,68
razzle_dazzle_rose,Pink,#f3c,255,51,204
razzmatazz,Pink,#e3256b,227,37,107
red,Red,#f00,255,0,0
red_brown,Red,#a52a2a,165,42,42
red_devil,Red,#860111,134,1,17
red_munsell,Red,#f2003c,242,0,60
red_ncs,Red,#c40233,196,2,51
red_orange,Orange,#ff5349,255,83,73
red_pigment,Red,#ed1c24,237,28,36
red_ryb,Red,#fe2712,254,39,18
red_violet,Violet,#c71585,199,21,133
redwood,Red,#ab4e52,171,78,82
regalia,Violet,#522d80,82,45,128
resolution_blue,Blue,#002387,0,35,135
rich_black,Violet,#004040,0,64,64
rich_brilliant_lavender,Violet,#f1a7fe,241,167,254
rich_carmine,Red,#d70040,215,0,64
rich_electric_blue,Blue,#0892d0,8,146,208
rich_lavender,Violet,#a76bcf,167,107,207
rich_lilac,Violet,#b666d2,182,102,210
rich_maroon,Red,#b03060,176,48,96
rifle_green,Green,#414833,65,72,51
robin_egg_blue,Blue,#0cc,0,204,204
rose,Pink,#ff007f,255,0,127
rose_bonbon,Pink,#f9429e,249,66,158
rose_ebony,Brown,#674846,103,72,70
rose_gold,Pink,#b76e79,183,110,121
rose_madder,Red,#e32636,227,38,54
rose_pink,Pink,#f6c,255,102,204
rose_quartz,Pink,#aa98a9,170,152,169
rose_taupe,Brown,#905d5d,144,93,93
rose_vale,Red,#ab4e52,171,78,82
rosewood,Brown,#65000b,101,0,11
rosso_corsa,Red,#d40000,212,0,0
rosy_brown,Brown,#bc8f8f,188,143,143
royal_azure,Blue,#0038a8,0,56,168
royal_blue_traditional,Blue,#002366,0,35,102
royal_blue_web,Blue,#4169e1,65,105,225
royal_fuchsia,Violet,#ca2c92,202,44,146
royal_purple,Violet,#7851a9,120,81,169
royal_yellow,Yellow,#fada5e,250,218,94
rubine_red,Red,#d10056,209,0,86
ruby,Red,#e0115f,224,17,95
ruby_red,Red,#9b111e,155,17,30
ruddy,Rd,#ff0028,255,0,40
ruddy_brown,Brown,#bb6528,187,101,40
ruddy_pink,Pink,#e18e96,225,142,150
rufous,Brown,#a81c07,168,28,7
russet,Brown,#80461b,128,70,27
rust,Brown,#b7410e,183,65,14
rusty_red,Red,#da2c43,218,44,67
sacramento_state_green,Green,#00563f,0,86,63
saddle_brown,Brown,#8b4513,139,69,19
safety_orange_blaze_orange,Orange,#ff6700,255,103,0
saffron,Yellow,#f4c430,244,196,48
salmon,Pink,#ff8c69,255,140,105
salmon_pink,Pink,#ff91a4,255,145,164
sand,Brown,#c2b280,194,178,128
sand_dune,Brown,#967117,150,113,23
sandstorm,Yellow,#ecd540,236,213,64
sandy_brown,Brown,#f4a460,244,164,96
sandy_taupe,Brown,#967117,150,113,23
sangria,Red,#92000a,146,0,10
sap_green,Green,#507d2a,80,125,42
sapphire,Blue,#0f52ba,15,82,186
sapphire_blue,Blue,#0067a5,0,103,165
satin_sheen_gold,Yellow,#cba135,203,161,53
scarlet,Red,#ff2400,255,36,0
scarlet_crayola,Red,#fd0e35,253,14,53
school_bus_yellow,Yellow,#ffd800,255,216,0
screamin_green,Green,#76ff7a,118,255,122
sea_blue,Blue,#006994,0,105,148
sea_green,Green,#2e8b57,46,139,87
seal_brown,Brown,#321414,50,20,20
seashell,White,#fff5ee,255,245,238
selective_yellow,Yellow,#ffba00,255,186,0
sepia,Brown,#704214,112,66,20
shadow,Black,#8a795d,138,121,93
shamrock_green,Green,#009e60,0,158,96
shocking_pink,Pink,#fc0fc0,252,15,192
shocking_pink_crayola,Pink,#ff6fff,255,111,255
sienna,Brown,#882d17,136,45,23
silver,Gray,#c0c0c0,192,192,192
sinopia,Red,#cb410b,203,65,11
skobeloff,Blue,#007474,0,116,116
sky_blue,Blue,#87ceeb,135,206,235
sky_magenta,Pink,#cf71af,207,113,175
slate_blue,Blue,#6a5acd,106,90,205
slate_gray,Gray,#708090,112,128,144
smalt_dark_powder_blue,Blue,#039,0,51,153
smokey_topaz,Orage,#933d41,147,61,65
smoky_black,Black,#100c08,16,12,8
snow,White,#fffafa,255,250,250
spiro_disco_ball,Blue,#0fc0fc,15,192,252
spring_bud,Green,#a7fc00,167,252,0
spring_green,Green,#00ff7f,0,255,127
st_patrick_s_blue,Blue,#23297a,35,41,122
steel_blue,Blue,#4682b4,70,130,180
stil_de_grain_yellow,Yellow,#fada5e,250,218,94
stizza,Red,#900,153,0,0
stormcloud,Gray,#4f666a,79,102,106
straw,Yellow,#e4d96f,228,217,111
sunglow,Yellow,#fc3,255,204,51
sunset,Orange,#fad6a5,250,214,165
tan,Brown,#d2b48c,210,180,140
tangelo,Orange,#f94d00,249,77,0
tangerine,Orange,#f28500,242,133,0
tangerine_yellow,Yellow,#fc0,255,204,0
tango_pink,Pik,#e4717a,228,113,122
taupe,Brown,#483c32,72,60,50
taupe_gray,Pink,#8b8589,139,133,137
tea_green,Green,#d0f0c0,208,240,192
tea_rose_orange,Orange,#f88379,248,131,121
tea_rose_rose,Pink,#f4c2c2,244,194,194
teal,Green,#008080,0,128,128
teal_blue,Blue,#367588,54,117,136
teal_green,Green,#00827f,0,130,127
telemagenta,Pink,#cf3476,207,52,118
tenn_tawny,Orange,#cd5700,205,87,0
terra_cotta,Red,#e2725b,226,114,91
thistle,Violet,#d8bfd8,216,191,216
thulian_pink,Pink,#de6fa1,222,111,161
tickle_me_pink,Pink,#fc89ac,252,137,172
tiffany_blue,Blue,#0abab5,10,186,181
tiger_s_eye,Yellow,#e08d3c,224,141,60
timberwolf,Gray,#dbd7d2,219,215,210
titanium_yellow,Yellow,#eee600,238,230,0
tomato,Red,#ff6347,255,99,71
toolbox,Red,#746cc0,116,108,192
topaz,Yellow,#ffc87c,255,200,124
tractor_red,Red,#fd0e35,253,14,53
trolley_grey,Gray,#808080,128,128,128
tropical_rain_forest,Green,#00755e,0,117,94
true_blue,Blue,#0073cf,0,115,207
tufts_blue,Blue,#417dc1,65,125,193
tumbleweed,Orange,#deaa88,222,170,136
turkish_rose,Pink,#b57281,181,114,129
turquoise,Green,#30d5c8,48,213,200
turquoise_blue,Blue,#00ffef,0,255,239
turquoise_green,Green,#a0d6b4,160,214,180
tuscan_red,Red,#7c4848,124,72,72
twilight_lavender,Violet,#8a496b,138,73,107
tyrian_purple,Violet,#66023c,102,2,60
ua_blue,Blue,#03a,0,51,170
ua_red,Red,#d9004c,217,0,76
ube,Violet,#8878c3,136,120,195
ucla_blue,Blue,#536895,83,104,149
ucla_gold,Yellow,#ffb300,255,179,0
ufo_green,Green,#3cd070,60,208,112
ultra_pink,Pink,#ff6fff,255,111,255
ultramarine,Blue,#120a8f,18,10,143
ultramarine_blue,Blue,#4166f5,65,102,245
umber,Brown,#635147,99,81,71
unbleached_silk,Yellow,#ffddca,255,221,202
united_nations_blue,Blue,#5b92e5,91,146,229
university_of_california_gold,Yellow,#b78727,183,135,39
unmellow_yellow,Yellow,#ff6,255,255,102
up_forest_green,Green,#014421,1,68,33
up_maroon,Red,#7b1113,123,17,19
upsdell_red,Red,#ae2029,174,32,41
urobilin,Yellow,#e1ad21,225,173,33
usafa_blue,Blue,#004f98,0,79,152
usc_cardinal,Red,#900,153,0,0
usc_gold,Yellow,#fc0,255,204,0
utah_crimson,Red,#d3003f,211,0,63
vanilla,Yellow,#f3e5ab,243,229,171
vegas_gold,Yellow,#c5b358,197,179,88
venetian_red,Red,#c80815,200,8,21
verdigris,Green,#43b3ae,67,179,174
vermilion_cinnabar,Red,#e34234,227,66,52
vermilion_plochere,Red,#d9603b,217,96,59
veronica,Violet,#a020f0,160,32,240
violet,Violet,#8f00ff,143,0,255
violet_blue,Violet,#324ab2,50,74,178
violet_color_wheel,Violet,#7f00ff,127,0,255
violet_ryb,Violet,#8601af,134,1,175
violet_web,Violet,#ee82ee,238,130,238
viridian,Green,#40826d,64,130,109
vivid_auburn,Red,#922724,146,39,36
vivid_burgundy,Red,#9f1d35,159,29,53
vivid_cerise,Pink,#da1d81,218,29,129
vivid_tangerine,Orange,#ffa089,255,160,137
vivid_violet,Violet,#9f00ff,159,0,255
warm_black,Black,#004242,0,66,66
waterspout,Blue,#a4f4f9,164,244,249
wenge,Brown,#645452,100,84,82
wheat,Yellow,#f5deb3,245,222,179
white,White,#fff,255,255,255
white_smoke,Gray,#f5f5f5,245,245,245
wild_blue_yonder,Blue,#a2add0,162,173,208
wild_strawberry,Red,#ff43a4,255,67,164
wild_watermelon,Pink,#fc6c85,252,108,133
wine,Red,#722f37,114,47,55
wine_dregs,Red,#673147,103,49,71
wisteria,Violet,#c9a0dc,201,160,220
wood_brown,Brown,#c19a6b,193,154,107
xanadu,Green,#738678,115,134,120
yale_blue,Blue,#0f4d92,15,77,146
yellow,Yellow,#ff0,255,255,0
yellow_green,Yellow-Green,#9acd32,154,205,50
yellow_munsell,Yellow,#efcc00,239,204,0
yellow_ncs,Yellow,#ffd300,255,211,0
yellow_orange,Orange,#ffae42,255,174,66
yellow_process,Yellow,#ffef00,255,239,0
yellow_ryb,Yellow,#fefe33,254,254,51
zaffre,Blue,#0014a8,0,20,168
zinnwaldite_brown,Dark Brown,#2c1608,44,22,8
